fips_code,county,total_2008,dem_2008,gop_2008,oth_2008,total_2012,dem_2012,gop_2012,oth_2012,total_2016,dem_2016,gop_2016,oth_2016
37151,Randolph County,58147,16414,40998,735,60202,14675,44913,614,63615,13074,49156,1385
29059,Dallas County,7683,2656,4895,132,7279,2122,4992,165,7440,1271,5895,274
05087,Madison County,6328,2144,3972,212,6567,2099,4262,206,6782,1587,4917,278
22115,Vernon Parish,15769,3534,11946,289,15606,3173,12146,287,16633,2665,13471,497
16083,Twin Falls County,28344,8621,19032,691,28142,7541,19773,828,31893,6844,21063,3986
42015,Bradford County,25787,10306,15057,424,22501,8291,13827,383,25399,6263,17957,1179
29510,Saint Louis City,158858,132925,24662,1271,141135,116654,22617,1864,127403,101487,20281,5635
18059,Hancock County,34253,11874,22008,371,32758,9303,22750,705,36027,8901,25050,2076
48487,Wilbarger County,4509,1196,3283,30,3980,971,2956,53,4101,807,3166,128
42007,Beaver County,84488,40499,42895,1094,80015,36833,42118,1064,79036,30225,46081,2730
18165,Vermillion County,7135,4003,3010,122,6578,2979,3426,173,6913,2081,4511,321
27165,Watonwan County,5258,2562,2526,170,5115,2494,2517,104,4971,1814,2768,389
51091,Highland County,1554,590,930,34,1411,459,924,28,1391,371,958,62
13277,Tift County,14257,4749,9431,77,13893,4640,9171,82,12796,3892,8680,224
51790,Staunton City,11015,5569,5330,116,11154,5710,5257,187,11144,5329,5129,686
48445,Terry County,4280,1379,2879,22,3707,1059,2602,46,1763,424,1295,44
48455,Trinity County,6077,1925,4095,57,6234,1614,4537,83,5982,1154,4737,91
08105,Rio Grande County,5444,2448,2930,66,5453,2428,2892,133,5488,1985,3060,443
50027,Windsor County,31165,21444,9084,637,28468,19440,8583,445,27832,17544,8604,1684
51175,Southampton County,9067,4402,4583,82,9261,4437,4733,91,8872,3595,5035,242
13319,Wilkinson County,4673,2298,2349,26,4448,2180,2245,23,4276,1893,2332,51
16047,Gooding County,5391,1489,3765,137,5118,1287,3696,135,5191,930,3743,518
39137,Putnam County,18680,5281,13072,327,18126,4238,13563,325,18387,2874,14704,809
17003,Alexander County,3937,2189,1692,56,3495,1961,1485,49,2820,1262,1496,62
21131,Leslie County,4397,766,3574,57,4950,433,4439,78,4487,400,4015,72
01035,Conecuh County,6943,3429,3470,44,7013,3551,3434,28,6543,3069,3413,61
20041,Dickinson County,8667,2422,6081,164,7854,1962,5709,183,8008,1582,5905,521
48503,Young County,7305,1303,5942,60,7316,992,6225,99,7658,873,6587,198
01013,Butler County,9709,4188,5485,36,9483,4367,5081,35,8685,3716,4891,78
39017,Butler County,173777,66030,105341,2406,164020,59282,102226,2512,168422,56700,104441,7281
55029,Door County,17481,10142,7112,227,17607,9338,8109,160,17398,8026,8584,788
31139,Pierce County,3226,783,2385,58,3414,637,2707,70,3580,382,3052,146
31011,Boone County,2836,742,2042,52,2799,615,2136,48,2867,414,2299,154
42119,Union County,17400,7333,9859,208,16187,6063,9863,261,17400,6138,10605,657
36023,Cortland County,21920,11861,9678,381,17698,9445,7886,367,18424,7976,9207,1241
42077,Lehigh County,152473,87089,63382,2002,144922,77029,66091,1802,153031,77087,70285,5659
55129,Washburn County,9112,4693,4303,116,9242,4435,4692,115,9059,3283,5404,372
47017,Carroll County,11646,3980,7455,211,10845,3475,7219,151,10333,2323,7731,279
51179,Stafford County,55455,25716,29221,518,60338,27130,32429,779,65350,27879,33840,3631
05029,Conway County,8138,3149,4691,298,7724,3003,4511,210,7837,2655,4844,338
06037,Los Angeles County,3318248,2295853,956425,65970,2427869,1672164,699600,56105,2314275,1654626,542591,117058
05109,Pike County,3966,1089,2727,150,3787,850,2847,90,3956,684,3150,122
13031,Bulloch County,23920,9586,14174,160,24032,9572,14159,301,24151,8812,14476,863
27103,Nicollet County,18245,9887,7968,390,18285,9652,8214,419,17914,7886,8436,1592
31043,Dakota County,6396,2994,3292,110,5977,2831,3048,98,7259,2904,4028,327
30015,Chouteau County,2861,1122,1634,105,2804,969,1751,84,2571,729,1676,166
05149,Yell County,6036,2003,3808,225,5971,1720,4041,210,6389,1472,4600,317
39147,Seneca County,27449,13087,13823,539,24633,10962,13025,646,23481,7237,14559,1685
31097,Johnson County,2110,914,1142,54,2057,790,1223,44,2051,560,1348,143
37079,Greene County,8103,3796,4272,35,8194,3761,4393,40,8013,3570,4358,85
30003,Big Horn County,5218,3516,1628,74,4561,2830,1655,76,4148,2061,1833,254
42039,Crawford County,38134,16780,20750,604,33089,13024,19497,568,35563,10215,23912,1436
13179,Liberty County,16376,10474,5828,74,16132,10427,5558,147,16082,9531,6125,426
20157,Republic County,2671,640,1978,53,2640,470,2098,72,2484,370,1993,121
01081,Lee County,54325,21498,32230,597,54115,21274,32062,779,57668,20987,34321,2360
53051,Pend Oreille County,6552,2562,3717,273,6649,2501,3942,206,6563,1871,4227,465
51660,Harrisonburg City,14675,8444,6048,183,15541,8650,6564,327,17693,10100,6232,1361
29025,Caldwell County,4564,1814,2654,96,4171,1313,2724,134,4309,837,3231,241
29033,Carroll County,4538,1535,2955,48,4304,1154,3072,78,4361,745,3480,136
24043,Washington County,61600,26245,34169,1186,58653,23282,34113,1258,60731,19193,38842,2696
17095,Knox County,23988,14191,9419,378,22517,12993,9133,391,21964,9939,10658,1367
54005,Boone County,8366,4529,3632,205,8434,2777,5414,243,8654,1783,6483,388
17029,Coles County,23076,11716,10978,382,21338,9252,11623,463,21580,7285,12985,1310
29149,Oregon County,4591,1811,2652,128,4421,1419,2886,116,4664,865,3668,131
22047,Iberville Parish,16421,9023,7185,213,17014,9548,7271,195,16043,8324,7320,399
08039,Elbert County,13206,3819,9108,279,13993,3542,10148,303,15689,3056,11536,1097
08089,Otero County,8064,3546,4393,125,8039,3566,4315,158,5038,1719,2988,331
47009,Blount County,51645,15253,35571,821,49200,12925,35417,858,51849,12085,37385,2379
30079,Prairie County,735,211,503,21,701,167,518,16,686,100,555,31
21201,Robertson County,1015,451,533,31,935,340,579,16,1013,222,759,32
55023,Crawford County,7981,4987,2830,164,7791,4622,3064,105,7678,3426,3844,408
26069,Iosco County,14187,7309,6583,295,13330,6242,6906,182,13349,4344,8344,661
50003,Bennington County,19129,12524,6133,472,17512,11517,5687,308,16345,9539,5925,881
31065,Furnas County,2328,556,1725,47,2215,422,1767,26,2315,304,1915,96
37029,Camden County,4821,1597,3140,84,4520,1456,2995,69,4939,1266,3527,146
31067,Gage County,10160,4473,5435,252,9552,3870,5470,212,9854,2930,6333,591
29021,Buchanan County,39040,19164,19110,766,35106,15594,18660,852,35563,12010,21315,2238
54093,Tucker County,3507,1288,2123,96,3118,876,2160,82,3464,750,2557,157
29105,Laclede County,2024,5218,10875,230,15361,4093,10934,334,15959,2543,12834,582
17037,DeKalb County,44818,25784,18266,768,41020,21171,18906,943,42605,20348,19051,3206
28065,Jefferson Davis County,7370,4454,2871,45,6618,4094,2439,85,6237,3720,2466,51
38047,Logan County,1057,299,726,32,1042,221,799,22,1030,112,867,51
31131,Otoe County,7092,2915,4033,144,6905,2542,4226,137,7279,2017,4833,429
48335,Mitchell County,2431,586,1815,30,2312,536,1754,22,2190,353,1780,57
54037,Jefferson County,22540,11687,10600,253,21776,10215,11090,471,24007,9458,13144,1405
22111,Union Parish,10868,3103,7619,146,10766,3075,7561,130,10894,2691,7972,231
12131,Walton County,27046,7174,19561,311,28480,6665,21483,332,33559,6861,25695,1003
38027,Eddy County,1165,583,548,34,1147,484,631,32,1219,354,790,75
37037,Chatham County,32880,17862,14668,350,35157,18252,16578,327,39080,20953,17012,1115
17187,Warren County,8029,4286,3637,106,7476,3893,3460,123,7700,2983,4267,450
27171,Wright County,65578,26343,37779,1456,69550,26584,41460,1506,69154,20336,43274,5544
54103,Wetzel County,6452,2942,3342,168,5808,2194,3449,165,6191,1348,4461,382
49031,Piute County,798,141,635,22,781,74,696,11,617,31,537,49
36063,Niagara County,95272,47303,46348,1621,82720,40862,40397,1461,86000,32888,49223,3889
48379,Rains County,4236,1048,3146,42,4065,754,3265,46,4630,619,3919,92
26049,Genesee County,219896,143927,72451,3518,202699,128972,71807,1920,196135,102744,84174,9217
19025,Calhoun County,5195,2341,2741,113,5190,2232,2890,68,5105,1396,3466,243
08103,Rio Blanco County,3147,655,2437,55,3311,561,2677,73,3436,433,2782,221
46049,Faulk County,1192,426,739,27,1127,331,765,31,1118,204,858,56
36119,Westchester County,413044,261810,147824,3410,284731,171908,108707,4116,378506,245670,121643,11193
20145,Pawnee County,2867,882,1946,39,2565,704,1808,53,2602,567,1872,163
31121,Merrick County,3431,986,2375,70,3457,921,2477,59,3707,601,2914,192
17127,Massac County,7186,2693,4371,122,6492,2092,4278,122,6633,1555,4844,234
50025,Windham County,24081,17585,5997,499,21805,16080,5344,381,21151,14340,5462,1349
22119,Webster Parish,18270,6610,11417,243,18413,6802,11397,214,18140,6259,11538,343
45013,Beaufort County,68870,30396,37821,653,73115,29775,42580,760,72770,29577,39986,3207
35049,Santa Fe County,72223,55567,15807,849,67624,49668,15145,2811,70082,49956,14198,5928
45069,Marlboro County,5232,2755,2437,40,11657,7554,4010,93,10353,5928,4257,168
05011,Bradley County,4041,1680,2262,99,3634,1447,2118,69,3617,1317,2163,137
56019,Johnson County,4354,908,3334,112,4217,749,3362,106,4349,638,3477,234
18039,Elkhart County,71458,31398,39396,664,67768,24376,42348,1044,65187,20667,41810,2710
45035,Dorchester County,52405,21806,29929,670,56735,23390,32469,876,62463,24010,34932,3521
19081,Hancock County,5930,2805,3016,109,5881,2506,3306,69,5815,1582,3972,261
31041,Custer County,5578,1192,4301,85,5414,1066,4251,97,5489,635,4616,238
17073,Henry County,24785,13181,11263,341,24279,12316,11564,399,24232,8835,13962,1435
21097,Harrison County,7590,2916,4520,154,7163,2471,4556,136,7774,2031,5435,308
22075,Plaquemines Parish,10449,3380,6894,175,10235,3597,6469,169,10572,3347,6900,325
18001,Adams County,13513,4928,8404,181,12998,3800,8936,262,13039,2802,9642,595
21157,Marshall County,15487,5683,9512,292,15714,5022,10402,290,16678,3672,12322,684
53019,Ferry County,3501,1467,1916,118,3391,1276,1966,149,3123,960,1927,236
56035,Sublette County,4356,936,3316,104,4337,767,3472,98,4297,644,3409,244
17179,Tazewell County,63854,29384,33247,1223,60903,24385,35266,1252,63347,20568,38620,4159
40077,Latimer County,4173,1313,2860,0,3789,1169,2620,0,4050,797,3094,159
37047,Columbus County,24282,11076,12994,212,24017,10973,12863,181,23472,8991,14177,304
53023,Garfield County,1373,385,968,20,1275,335,912,28,1232,276,841,115
55015,Calumet County,26474,13295,12722,457,26336,11477,14519,340,26429,9634,15345,1450
05067,Jackson County,5582,2207,3118,257,5338,2093,3065,180,5093,1583,3262,248
48397,Rockwall County,32066,8492,23300,274,35651,8112,27098,441,39529,9633,28396,1500
17055,Franklin County,18641,8880,9404,357,17891,7245,10253,393,18533,4711,13101,721
40107,Okfuskee County,4123,1480,2643,0,3579,1251,2328,0,3933,943,2791,199
22063,Livingston Parish,50892,6681,43269,942,54033,7448,45488,1097,57700,6950,48797,1953
21141,Logan County,10890,3811,6925,154,10509,3469,6899,141,10896,2755,7778,363
48319,Mason County,2121,546,1544,31,1965,380,1562,23,2053,353,1656,44
54079,Putnam County,24778,9334,15162,282,23501,7198,15926,377,24443,5784,17455,1204
05145,White County,26955,6732,19467,756,26508,5765,20005,738,27451,5157,21038,1256
48351,Newton County,5260,1751,3446,63,6188,1721,4399,68,4010,978,2961,71
40001,Adair County,6690,2052,4638,0,6472,2110,4362,0,6468,1374,4753,341
12001,Alachua County,125519,75565,48513,1441,120318,69634,48765,1919,127827,75370,46584,5873
37159,Rowan County,61560,23391,37451,718,61803,22529,38622,652,63078,19208,42388,1482
23001,Androscoggin County,54850,31017,22671,1162,52539,28912,22210,1417,55340,22975,28189,4176
20189,Stevens County,2127,283,1815,29,1998,241,1724,33,1853,215,1564,74
39023,Clark County,66770,31958,33634,1178,62136,30022,31116,998,59620,22666,34311,2643
06027,Inyo County,8533,3743,4523,267,6501,2775,3541,185,7761,3067,4128,566
51047,Culpeper County,19741,8802,10711,228,20131,8263,11549,319,22087,7744,13341,1002
26019,Benzie County,10309,5451,4687,171,9847,4683,5071,93,10221,4108,5539,574
49003,Box Elder County,19058,3311,15228,519,18092,1830,15969,293,16548,1814,10324,4410
40059,Harper County,1563,221,1342,0,1434,173,1261,0,1485,131,1307,47
48405,San Augustine County,3715,1328,2342,45,3690,1193,2469,28,3563,907,2620,36
51075,Goochland County,12562,4813,7643,106,13287,4676,8448,163,13930,4884,8374,672
30069,Petroleum County,300,68,227,5,298,49,240,9,319,30,276,13
21223,Trimble County,3812,1484,2239,89,3540,1355,2133,52,3786,879,2771,136
40047,Garfield County,22612,5545,17067,0,19908,4732,15176,0,21692,4391,15998,1303
56027,Niobrara County,1293,244,1017,32,1268,200,1022,46,1297,115,1116,66
55073,Marathon County,67940,36367,30345,1228,69637,32330,36568,739,68849,26476,39010,3363
35043,Sandoval County,58630,32669,25193,768,53361,26831,24124,2406,60597,27405,25748,7444
31103,Keya Paha County,533,115,409,9,481,80,392,9,514,39,458,17
01123,Tallapoosa County,19311,6063,13116,132,18668,6252,12303,113,18504,5271,12967,266
32001,Churchill County,10494,3494,6832,168,10265,2961,7061,243,10936,2210,7828,898
54039,Kanawha County,82480,40594,40952,934,74451,32190,41037,1224,74996,27985,43464,3547
51620,Franklin City,4427,2819,1576,32,4351,2830,1496,25,4040,2516,1421,103
22127,Winn Parish,6772,2047,4632,93,6532,1919,4539,74,6368,1643,4605,120
37141,Pender County,23749,9907,13618,224,24036,9455,14368,213,27072,9086,17317,669
36087,Rockland County,132193,69543,61752,898,114500,60446,52936,1118,123943,63454,57148,3341
26133,Osceola County,11026,4855,5973,198,10265,3981,6140,144,10597,2705,7336,556
18085,Kosciusko County,30134,9236,20488,410,30039,6862,22553,624,31907,6311,23909,1687
22005,Ascension Parish,46571,14625,31239,707,51056,16343,33846,867,54663,16471,36135,2057
13097,Douglas County,55083,27825,26812,446,55201,28410,26226,565,57365,30971,24803,1591
41049,Morrow County,4058,1410,2509,139,3838,1189,2524,125,3989,1004,2698,287
29187,Saint Francois County,24550,11540,12660,350,22590,8837,13248,505,24714,6250,17467,997
29103,Knox County,2024,759,1212,53,1957,698,1205,54,1867,379,1413,75
20085,Jackson County,6253,2308,3811,134,5474,1870,3476,128,5727,1489,3888,350
40119,Payne County,29036,10601,18435,0,25660,9193,16467,0,27749,8785,16644,2320
28089,Madison County,47269,19831,27203,235,49571,20722,28507,342,45048,18358,25607,1083
13197,Marion County,3184,1381,1772,31,3167,1411,1731,25,3183,1213,1921,49
17107,Logan County,12896,5250,7429,217,12037,3974,7835,228,12130,3301,8167,662
20161,Riley County,22997,10495,12111,391,20266,8587,11157,522,20475,8892,9817,1766
48107,Crosby County,1914,684,1221,9,1787,639,1132,16,1712,468,1180,64
46127,Union County,7701,3244,4310,147,7596,2782,4698,116,7895,2227,5288,380
42085,Mercer County,53821,26411,26565,845,48065,23082,24304,679,49594,17631,30034,1929
13045,Carroll County,43498,14334,28661,503,41445,12635,28249,561,43744,12422,29983,1339
13289,Twiggs County,4519,2402,2087,30,4199,2269,1905,25,4053,1970,2034,49
55003,Ashland County,8574,5818,2634,122,8342,5387,2816,139,7926,4136,3428,362
56009,Converse County,6451,1380,4922,149,6287,1089,5043,155,6552,668,5520,364
01067,Henry County,8648,3018,5585,45,8700,3046,5605,49,8017,2286,5623,108
27167,Wilkin County,3414,1550,1786,78,3212,1258,1884,70,3279,893,2129,257
51155,Pulaski County,15050,5918,8857,275,14657,5287,8917,453,15112,4170,10314,628
47051,Franklin County,17432,6613,10539,280,16099,5594,10252,253,16363,4372,11526,465
16055,Kootenai County,61932,22120,38387,1425,59764,18824,39347,1593,66286,16264,44449,5573
17025,Clay County,6454,2425,3926,103,5899,1581,4184,134,6278,1014,5009,255
18149,Starke County,9466,4778,4473,215,8752,3809,4738,205,9226,2489,6367,370
40005,Atoka County,4881,1370,3511,0,4775,1241,3534,0,5002,795,4068,139
45025,Chesterfield County,16359,7842,8325,192,16576,7942,8488,146,17128,7125,9576,427
48063,Camp County,4567,1734,2798,35,4332,1428,2878,26,4542,1260,3201,81
16067,Minidoka County,6890,1630,5087,173,6973,1390,5442,141,6870,1167,4887,816
12021,Collier County,141988,54450,86379,1159,149080,51678,96508,894,170505,60941,105297,4267
26143,Roscommon County,14051,7082,6727,242,13032,6198,6701,133,13036,4287,8141,608
06007,Butte County,98325,49013,46706,2606,70163,32567,35312,2284,72299,31638,35354,5307
29223,Wayne County,6154,2243,3784,127,5718,1811,3790,117,5738,946,4640,152
47065,Hamilton County,147520,64246,81702,1572,142320,58794,79877,3649,141088,55260,78661,7167
19037,Chickasaw County,6583,3923,2557,103,6462,3552,2836,74,6367,2264,3739,364
42105,Potter County,7507,2300,5109,98,7205,1892,5199,114,7777,1300,6247,230
22009,Avoyelles Parish,16938,6327,10236,375,17027,6075,10667,285,16581,5032,11163,386
26149,Saint Joseph County,25702,12322,12886,494,23314,10106,12975,233,23765,7529,14886,1350
29009,Barry County,14644,4630,9758,256,13806,3667,9832,307,14604,2710,11427,467
47149,Rutherford County,101737,40460,59892,1385,98816,36400,60829,1587,106518,36627,64428,5463
40057,Harmon County,1090,333,757,0,923,264,659,0,975,224,714,37
22121,West Baton Rouge Parish,11866,5043,6654,169,12772,5692,6920,160,12710,5382,6926,402
21217,Taylor County,10860,3165,7568,127,10946,3284,7551,111,11301,2553,8320,428
47005,Benton County,6479,2645,3696,138,6223,2255,3850,118,6322,1474,4715,133
30097,Sweet Grass County,2083,541,1494,48,2105,473,1584,48,2077,398,1580,99
29045,Clark County,3456,1572,1782,102,3225,1398,1730,97,3316,724,2458,134
01117,Shelby County,90643,20625,69060,958,92204,19944,71243,1017,99208,22927,72846,3435
32005,Douglas County,25727,10672,14648,407,26054,9288,16264,502,27871,8453,17406,2012
29207,Stoddard County,13262,3899,9172,191,12866,3153,9496,217,13278,1873,11077,328
48075,Childress County,2296,497,1782,17,1996,320,1665,11,2084,253,1802,29
28071,Lafayette County,18460,7997,10278,185,17191,7098,9772,321,19642,7968,10872,802
20205,Wilson County,4121,1170,2850,101,3699,813,2812,74,3482,550,2747,185
05003,Ashley County,8642,2976,5406,260,7915,2855,4866,194,8027,2408,5338,281
37013,Beaufort County,23010,9454,13460,96,23468,9399,13918,151,23599,8699,14478,422
48203,Harrison County,26158,8887,17103,168,26099,8431,17471,197,26364,7130,18712,522
22003,Allen Parish,9467,2891,6333,243,9306,2616,6495,195,9245,2106,6867,272
38095,Towner County,1197,621,536,40,1164,511,619,34,1137,305,733,99
17113,McLean County,75750,37689,36767,1294,72756,31590,39638,1528,78995,35918,37081,5996
21171,Monroe County,4665,1067,3537,61,4746,936,3762,48,4991,601,4278,112
27149,Stevens County,5634,2781,2710,143,5621,2742,2766,113,5350,2116,2800,434
16029,Caribou County,3302,553,2656,93,3050,385,2608,57,3035,271,2275,489
18179,Wells County,13073,4403,8504,166,12922,3434,9255,233,13123,2585,9999,539
18177,Wayne County,28562,13459,14558,545,25458,10591,14321,546,25575,8322,16028,1225
36029,Erie County,441985,256299,178815,6871,386665,220184,159678,6803,383248,192065,173817,17366
08049,Grand County,8308,4037,4128,143,7961,3575,4149,237,8513,3319,4467,727
46087,McCook County,2945,1219,1646,80,2613,905,1655,53,2587,623,1794,170
19175,Union County,5909,3000,2781,128,5899,3029,2800,70,5768,1920,3521,327
22051,Jefferson Parish,181120,65096,113191,2833,175733,70000,102325,3408,181388,73540,100292,7556
32033,White Pine County,3773,1230,2440,103,3704,983,2601,120,3773,707,2723,343
48149,Fayette County,10714,3014,7582,118,10534,2311,8098,125,11029,2127,8648,254
30107,Wheatland County,981,289,657,35,989,272,690,27,932,179,698,55
33001,Belknap County,33465,16796,16402,267,33771,15884,17568,319,34462,13517,19315,1630
31169,Thayer County,2659,860,1749,50,2627,724,1853,50,2613,490,1993,130
48381,Randall County,51832,9468,41948,416,49588,7553,41366,669,53813,8340,43379,2094
46115,Spink County,3269,1550,1660,59,3041,1300,1670,71,2951,919,1854,178
55001,Adams County,9986,5806,3974,206,10263,5537,4643,83,10107,3780,5983,344
33015,Rockingham County,167093,83723,81917,1453,169794,80096,87809,1889,178831,79994,90447,8390
18017,Cass County,15653,7011,8346,296,14137,5365,8432,340,14135,3758,9697,680
17169,Schuyler County,3823,1900,1833,90,3882,1726,2062,94,3792,1074,2523,195
48111,Dallam County,1589,302,1269,18,1532,253,1248,31,1535,222,1258,55
12045,Gulf County,7205,2149,4980,76,7107,2013,4995,99,7279,1715,5320,244
31007,Banner County,416,62,348,6,402,55,339,8,390,18,355,17
21103,Henry County,6919,2725,4081,113,6584,2529,3940,115,7142,1828,4944,370
13043,Candler County,3518,1209,2286,23,3526,1155,2344,27,3757,1023,2661,73
22093,Saint James Parish,12564,6994,5432,138,12391,7055,5209,127,12085,6418,5456,211
49025,Kane County,3154,856,2212,86,3281,718,2463,100,3482,739,2248,495
01029,Cleburne County,6492,1168,5216,108,6302,971,5269,62,6532,684,5738,110
13311,White County,10761,2174,8467,120,10471,1670,8647,154,11771,1672,9751,348
51025,Brunswick County,7914,4973,2877,64,8029,4993,2965,71,7645,4473,3045,127
29023,Butler County,17338,5316,11805,217,16889,4363,12248,278,17232,3036,13647,549
40073,Kingfisher County,6381,1009,5372,0,5354,844,4510,0,6123,783,5151,189
48393,Roberts County,518,41,477,0,439,25,408,6,550,20,524,6
35047,San Miguel County,12941,10320,2478,143,11388,8754,2281,353,10662,7249,2302,1111
42009,Bedford County,22443,6059,16124,260,21444,4730,16509,205,23504,3613,19455,436
20151,Pratt County,4190,1294,2822,74,3752,974,2730,48,3806,769,2824,213
48219,Hockley County,7645,1797,5795,53,7119,1482,5543,94,7282,1257,5793,232
55141,Wood County,39052,21710,16581,761,38762,18546,19685,531,37712,14232,21502,1978
21135,Lewis County,4791,1510,3213,68,4769,1342,3326,101,5293,785,4363,145
37163,Sampson County,26038,11836,14038,164,26005,11496,14358,151,25638,10486,14761,391
26033,Chippewa County,16708,8184,8267,257,15564,7100,8278,186,15434,5378,9120,936
49039,Sanpete County,8771,1631,6664,476,8804,889,7767,148,9778,1026,6436,2316
36007,Broome County,88837,47204,40077,1556,75244,38315,34878,2051,77657,35212,38077,4368
20131,Nemaha County,5359,1432,3817,110,4959,988,3878,93,5025,714,4066,245
20047,Edwards County,1357,333,995,29,1365,291,1048,26,1308,208,1033,67
41027,Hood River County,9830,6302,3265,263,9662,5977,3400,285,10383,6359,3223,801
27019,Carver County,49683,20654,28156,873,52747,20745,31155,847,55102,21508,29057,4537
45061,Lee County,9153,5960,3074,119,8898,5972,2829,97,8110,5170,2789,151
45049,Hampton County,9350,5816,3439,95,9184,5814,3310,60,8794,5163,3483,148
18071,Jackson County,17374,7354,9726,294,16704,5838,10419,447,17532,3843,12857,832
28039,George County,9335,1532,7700,103,9826,1352,8353,121,9831,1013,8652,166
42029,Chester County,254354,137833,114421,2100,248295,122232,123280,2783,266637,140188,115582,10867
21059,Daviess County,43622,19282,23692,648,42079,16208,25092,779,45752,14163,28907,2682
48415,Scurry County,5569,1088,4414,67,5022,837,4121,64,5261,733,4403,125
54055,Mercer County,21022,7450,13246,326,21216,5416,15406,394,22919,4689,17362,868
22019,Calcasieu Parish,82131,30244,50449,1438,81718,28357,51844,1517,83773,26293,54182,3298
18143,Scott County,8877,4271,4445,161,8716,3998,4539,179,9060,2642,6074,344
47029,Cocke County,12481,3340,8945,196,11450,2804,8459,187,12108,1980,9791,337
45005,Allendale County,4024,3029,947,48,4257,3335,894,28,3578,2722,788,68
48349,Navarro County,16321,5400,10810,111,15316,4348,10838,130,16382,3998,11984,400
48479,Webb County,46821,33452,13119,250,49101,37592,11074,435,56867,42297,12946,1624
30051,Liberty County,1001,367,594,40,983,257,698,28,949,205,695,49
19055,Delaware County,8901,4649,4113,139,9323,4605,4628,90,9165,2956,5688,521
31159,Seward County,7529,2703,4647,179,7445,2362,4947,136,7754,1881,5451,422
29189,Saint Louis County,559854,333123,221705,5026,524628,294735,223102,6791,503493,280866,199081,23546
48427,Starr County,9792,8274,1492,26,11859,10248,1540,71,11691,9246,2218,227
51169,Scott County,9875,2725,6980,170,9964,2395,7439,130,10055,1579,8242,234
40149,Washita County,4776,1052,3724,0,4303,821,3482,0,4628,588,3851,189
28017,Chickasaw County,9058,4588,4395,75,7641,3914,3601,126,7890,3649,4127,114
55081,Monroe County,19152,10198,8666,288,19389,9505,9637,247,19554,7047,11442,1065
44007,Providence County,252553,167704,80748,4101,234092,156022,74344,3726,241818,141597,90321,9900
04021,Pinal County,104883,44254,59421,1208,102139,41428,58947,1764,93805,35737,53857,4211
42019,Butler County,90425,32260,57074,1091,88924,28385,59416,1123,92027,26834,61388,3805
46005,Beadle County,7714,3493,4054,167,7263,2881,4230,152,6772,1912,4455,405
06051,Mono County,5571,3093,2354,124,4917,2574,2202,141,4946,2551,1989,406
51115,Mathews County,5440,1934,3456,50,5364,1807,3488,69,5292,1563,3515,214
17153,Pulaski County,3270,1638,1593,39,3001,1389,1562,50,2473,817,1583,73
29111,Lewis County,4502,1837,2594,71,4278,1507,2677,94,4452,933,3343,176
29195,Saline County,9848,4712,4962,174,9095,3785,5096,214,9245,2787,5977,481
51125,Nelson County,8133,4391,3647,95,8225,4171,3944,110,8247,3677,4150,420
27075,Lake County,6969,4174,2636,159,6797,4043,2610,144,6472,3077,2932,463
01055,Etowah County,44737,13497,30595,645,42490,12792,29102,596,43474,10350,32132,992
28151,Washington County,19583,13148,6347,88,17137,12188,4870,79,14571,9847,4541,183
23023,Sagadahoc County,21301,12152,8721,428,20734,11821,8429,484,21596,10679,9304,1613
16039,Elmore County,8436,2591,5665,180,8001,2513,5227,261,8519,1814,5816,889
37039,Cherokee County,12586,3785,8643,158,12695,3339,9201,155,13860,2809,10711,340
37019,Brunswick County,52608,21331,30753,524,56985,21932,34587,466,67255,23117,42440,1698
56015,Goshen County,5912,1832,3942,138,5758,1458,4178,122,5708,924,4418,366
25017,Middlesex County,726031,464484,245766,15781,746856,467173,266307,13376,767337,508919,216163,42255
38003,Barnes County,5694,2741,2826,127,5471,2389,2953,129,5253,1597,3156,500
51049,Cumberland County,4724,2255,2418,51,5040,2422,2538,80,4875,2032,2693,150
21233,Webster County,5540,2390,3037,113,5470,1765,3607,98,5804,1240,4397,167
48287,Lee County,6377,2000,4312,65,6211,1630,4504,77,6522,1372,4996,154
19149,Plymouth County,12512,4629,7765,118,12909,4148,8577,184,13057,2878,9659,520
51530,Buena Vista City,2423,1108,1282,33,2526,919,1564,43,2395,693,1432,270
49017,Garfield County,2159,405,1710,44,2157,306,1811,40,2294,352,1577,365
46077,Kingsbury County,2784,1277,1435,72,2608,1092,1451,65,2551,703,1680,168
36005,Bronx County,381322,338261,41683,1378,316047,288378,26304,1365,358857,318403,34424,6030
13307,Webster County,1111,515,588,8,1175,573,598,4,1114,471,630,13
22109,Terrebonne Parish,40696,11581,28210,905,42335,12071,29500,764,43893,10664,31900,1329
48007,Aransas County,9778,3006,6693,79,9646,2703,6829,114,10467,2458,7730,279
21173,Montgomery County,10331,4234,5947,150,10248,3701,6398,149,11437,3158,7856,423
01047,Dallas County,20852,13986,6798,68,20936,14599,6284,53,18730,12826,5784,120
30095,Stillwater County,4667,1512,2991,164,4560,1209,3237,114,4816,904,3630,282
22053,Jefferson Davis Parish,13501,3923,9278,300,13733,3483,10014,236,14277,3080,10775,422
39039,Defiance County,19195,8399,10407,389,17744,7438,9935,371,17795,5282,11478,1035
38001,Adams County,1271,435,788,48,1281,328,916,37,1206,216,904,86
56023,Lincoln County,8568,1823,6485,260,8573,1287,7144,142,8398,1105,6779,514
